product_code,naics_code,raw_annotations,product_text
B07W62NRPK,311919,"['311919', '311822', '311919', '311919', '-1']","Siete Sea Salt Grain Free Tortilla Chips 5 oz bags 1 PACK

GLUTENFREE Pick your favorite from our glutenfree flavors like Sea Salt Lime Nacho Fuego Ranch Sal y Limón and No Salt
DAIRY FREE Yes way All of our products are dairyfreeits our feelgood dejamoo
AVOCADO OIL Hecho con amor ovenbaked with joy and fried in avocado oil
NATURAL INGREDIENTS Enjoy the taste and texture of traditional tortilla chips made with clean natural ingredients
CASSAVA FLOUR Our crunchy cassava chips are perfect for dips traditional and inventive recipes or for snacking straight out of the bag"
B005M4EB5O,311340,"['322223', '322225', '311340', '311991', '311340']","Foil Wrapped Chocolate Easter Eggs 90 individually wrapped candy Bulk Easter Candy great for baskets
An Easter basket favorite these Chocolate Easter Eggs are a classic Easter candy Theyre musthave holiday treats Shimmering in your prettiest candy dish or beckoning from an Easter basket these delicious chocolate eggs are all dressed up in pastelcolored foils Individually foilwrapped Approx 90 pcs per unit Total wt 1 lb
An Easter basket favorite these Chocolate Easter Eggs are a classic Easter candy Theyre musthave holiday treats
Shimmering in your prettiest candy dish or beckoning from an Easter basket these delicious chocolate eggs are all dressed up in pastelcolored foils
Individually foilwrapped
Approximately 90 pieces Total wt 1 lb
"
B06XPT87JL,322231,"['322231', '322232', '322231', '-1', '322231']","Calligraphy Lowercase Letter Maker  Flexabet Silicone Cutter and Mold for Cakes by Marvelous Molds
With the Calligraphy Lowercase Flexabet making uppercase or capital letters is a snap when using fondant gumpaste rolled icings and modelling pastes Personalizing cakes just got a lot easier with this innovative helpful silicone tool set that makes letters better and faster than alphabet cutters of the past
Patented silicone letter maker cuts molds and stretches for easy letter creation
Make precisely cut letters in fondant gumpaste and rolled icing for inscriptions on cakes cookies or cupcakes
Complete instructions provided for professional cake decorators hobbyists and novices alike
Made in the USA with food grade high quality silicone Ideal for use with edible materials like fondant gumpaste sugarpaste flower paste modelling chocolate marzipan
Each letter measures 34 inches tall BPA Free Dishwasher Safe Freezer Safe Color Clear Green"
B006RDX6HS,311911,"['311911', '311919', '311911', '-1', '311919']","JUMBO SUNFLOWER SEEDS Sunflower Seeds Ranch 5Ounce Pack of 12

Roasted and Seasoned Sunflower Seeds
Great for snacking and long lasting energy
Great whole food source of antioxidants and Vitamin E
High in Protein Low in carbs
"
B0083GJLI0,-1,"['311330', '312111', '-1', '-1', '311340']","ECLIPSE Winterfrost Sugarfree Gum 88Ounce 180 piece bag

Contains one 1 88Ounce 180 piece bag of ECLIPSE Winterfrost Sugarfree Gum
ECLIPSE gum gives you incredibly fresh breath
Sugar free and easy to share
Enjoy the icy flavor of Winterfrost
Chewing gum with a burst of fresh flavor inside a crisp outer shell"
B00V5CPFPC,311920,"['311920', '311320', '311920', '311320', '311920']","Starbucks Doubleshot Coffee  Protein Vanilla Bean 11oz Can

20 grams of protein per can
When the days are long you stay strong
Rich bold Starbucks coffee with protein to keep you going
Price of one sample and its standard shipping fees will be discounted at checkout with each purchase of a qualifying item
The full discount for the sample product will added up with any other promotions used in your order and can be viewed before you complete your checkout"
B074QZ8X1J,311812,"['311812', '311821', '311821', '311812', '311812', '339932']","Baketivity Kids Baking DIY Activity Kit  Bake Delicious Pudding Pie Towers with PreMeasured Ingredients  Best Gift Idea for Boys and Girls Ages 612
BAKE BOND AND LEARN TOGETHER WITH A BAKETIVITY GIFT Share the joy of baking with your little ones and get them away from the video games tablets phones and TV Baketivity supplies stepbystep recipe cards  premeasured ingredients that are individually numbered and designed to make your baking experience fun easy and messless They are simple enough for a child to do and delicious enough for everyone to enjoy In addition each kit includes an exciting activity and educational material that will keep children entertained and engaged Good food and a warm kitchen are what makes a house a home Get ready for the heavenly aroma of delicious baked goods to emanate from your kitchen in real time WHATS IN YOUR BOX flour sugar vanilla sugar baking powder pudding mix 4 treat pops 1 chefs hat 1 apron 1 engineering lesson  a fun skyscrapers word game 1 educational activity booklet Convenient gourmet simple and fun baking with Baketivity is the perfect family activity Get your first box now
ITS MORE THAN JUST TOWERS Baketivity Is A Wonderful Way To Bond With Children And Build Skills In An Informal Way It Is Easy Fun And MessFree With The Most Delicious Results
SWEET TREATS FOR ALL AGES Whip Up The Fun And Get A Baketivity Baking Kit For A Young Aspiring Chef It Is The Perfect Gift To Take Along To Parties Holiday Meals Sleepovers And More
LAUGH AND LEARN The Pudding Pie Towers Kit Includes All Dry Ingredients  Premeasured And Vacuum Packed to Preserve Freshness 2 Awesome Educational Activities To Enjoy While The Towers are Bake
BEST BIRTHDAY PARTY ACTIVITY Our FailProof Baking Kit Enables Kids And Teens Have Fun While Improving Their SelfEsteem As They Show Off Their Ability To Create Something Special In The Kitchen
WHOLESOME INGREDIENTS Create Everlasting Memories With Fresh Certified Kosher Ingredients That Are Manufactured In A NutFree Facility In The USA"
B000WCZR9U,325620,"['325620', '316110', '325620', '316110', '326299', '315292']","Giovanni Nutrafix Hair Reconstructor Proteinrich Conditioner 68 oz

A threeminute reconstructor for damaged  extremely damaged hair
Reconstructs hair repairs damage
Protein enriched fills in porosity
Adds body condition  manageability
Not tested on animals"
B0842X7CTC,311911,"['311320', '311911', '339999', '311911', '311911']","NATIERRA Himalania Organic Shelled Hemp Seeds  NonGMO  Vegan  4 Ounce

Buy One Feed One  For every bag or shaker of NATIERRA Superfoods purchased NATIERRA will provide one meal to a child in need in Haiti with the help of our nonprofit partner NATIERRA provides Superfoods with Soul
NATIERRA Organic and NonGMO Shelled Hemp Seeds are lightly dusted with pink salt which highlights the seeds mild nutty flavor
Plantbased Protein Fiber and essential Omegas3 s and 6s
Shelled hemp seeds have a delicious mild nutty flavor which pairs perfectly with salads soups yogurts and cereals
Certified Organic  NonGMO Verified no added ingredients"
B07VN3R6D1,0,"['0', '0', '339942', '327991', '315239']","IMAGE Skincare Revitalize Collection Set 125 Lb 3 Count

The package length of the product is 115 inches
The package width of the product is 69 inches
The package height of the product is 44 inches
The package weight of the product is 12 pounds
"
B01EOR9UVE,322291,"['315231', '322291', '315212', '322291', '322291', '322291', '322291']","Always Radiant Overnight Pads Size 4 22 Count Light Clean Scent

Get up to 100 leak  odorfree protection all night long with Always Radiant Size 4 Overnight Pads for women
Now Always MY FIT helps you get the best protection by tailoring your pad to fit your flow AND panty size Use the sizing chart in the images to find your fit
Always Radiant Size 4 Overnight Pads absorb 10X their weight and feel amazingly light so you hardly notice they are there
The FlexFoam core makes this sanitary pad incredibly comfortable
The ultimate in feminine pad technology with up to 8 hours of protection"
B001EPPX66,112519,"['112519', '311712', '112519', '311711', '311711']","Atlantic Mariculture Organic Dulse Sea Vegetable Snack 14 Ounce Bags Pack of 5

Dried Dulse Eisenia Bicyclis
Compliments Soups Salads and Pasta
Sea Vegetable Snack
Certified Organic
Vegan and ingredients grown without GMO seeds"
B01C9CFR3G,312120,"['312120', '333294', '333294', '333298', '312120']","Handcrafted Small Batch Beer Making Home Brewing Kit with Coasters and Sampler Glasses
Introducing The Taster our latest handcrafted beer making starter kit Handcrafted from rustic pine this compact and clever design gives you all the basics to brew one gallon of tasty beer about 10 bottles including a set of 4 five ounce sampler glasses and coasters to share your brew with friends and family Hidden compartments give you access to all your equipment when you need it but keep it neatly out of sight when youre not brewing A full set of instructions and recipes are also provided Parts included  Box Brew Kits wooden base handcrafted from rustic pine  1gallon glass fermenter with crystal thermometer included  4 5 oz sampler glasses and removable coasters  Plastic Racking Cane  3 Stainless Steel Funnel  3piece plastic airlock  Drilled rubber stopper  Laboratory thermometer  3 length of 516 tubing and tubing clamp for siphoning and bottling your beer  Recipe Book with over 25 recipes to choose from  Brewers Log  Full set of instructions  A large stockpot will be needed for the brewing process  brewing pots are not included in our kits as most folks already have a suitable pot at home Note  this model does not include bottles to bottle your beer Recipe packs are NOT included and are available for separate purchase
HANDMADE IN THE USA Built by hand from rustic pine
BREW AND TASTE IN ONE BEAUTIFUL STARTER SET Fits in a small apartment hidden compartments keep equipment organized
RECIPE KITS AVAILABLE SEPARATELY Everything you need to start brewing  recipe kits available separately
BREWS ONE GALLON Make one gallon of beer in approx 3 weeks  810 12 oz beers
INSTRUCTIONS RECIPES BREWERS LOG Includes full instructions recipes brewers log coasters and 4 sampler glasses"
B001QTKZOA,311999,"['311513', '311999', '311812', '311999', '311999']","Marmite Yeast Extract 44Ounce Bottles Pack of 4

Pack of four 44ounce bottlestotal of 176ounces
Delicious when spread thinly on toast
Good source of B vitamins

"
B00KPT70UO,314911,"['316991', '316993', '314911', '314911', '314911', '311920', '316991']","Tetley British Blend Premium Black Tea Bags 80 ct 2 pk





"
B001RYNN2K,326299,"['326299', '326299', '325620', '325620', '326299', '325620']","Brylcreem Hairdressing Original Gel 250 ml
Provides heathly scalpEasy to useProtein enriched
Brylcreem Original Red Hair Cream 250ml
250 ML


"
B08633FHCB,312112,"['312112', '312112', '311514', '339999', '312112']","Vita Coco Coconut Water Pure Organic  Refreshing Coconut Taste  Natural Electrolytes  Vital Nutrients  111 Oz Pack Of 12

Taste of the tropics  Not long ago you needed a ladder and a machete to get greattasting coconut water Now all you have to do is crack open a Vita Coco the worlds bestselling coconut water
Replenish refresh refuel
Refresh yourself  Coconut water is the natural choice for everyday onthego refreshment  drink Vita Coco before a workout with a meal as an afternoon pick me up or after a night out
More potassium than a banana dont tell the monkeys  potassium helps keep your body properly hydrated
One 12pack case of 111 Ounce bottles  Available now on Amazon Prime Subscribe and Save and pantry  As well as Prime now and Amazon fresh for those times when hydration cant wait"
B002N3EGIE,311942,"['311711', '311942', '311711', '311942', '311942']","LiOR Fine Sea Salt Shaker Large 176Ounce Jars Pack of 15

Pack of 15 1763Ounce Jars Total 26445 oz
Natural Fine Sea Salt from the Red Sea
Rich in Essential Minerals Perfect seasoning for all your favorite dishes
The Choice for all Home and Professional Chefs
Product of Israel"
B07WXFT2YD,316993,"['316993', '316993', '316993', '316993', '322231']","Dongke MacBook Air 11 Inch Case 20102016 Release A1370  A1465 Frosted Matte Clear Rubberized Hard Shell Cover Case for MacBook Air 116 Colorful Small Flowers





"
B07YZ2FJPV,311823,"['311823', '311412', '311821', '311821', '311823', '-1']","Campbells Chunky Classic Chicken Noodle Soup Microwavable Bowl 1525 Oz Pack of 8

Ships as one 1525 ounce microwavable bowl that can be heated up and ready in just minutes
READY TO EAT SOUP Enjoy the savory hearty flavors of seasoned sirloin burger simmered in veggies like carrots potatoes green beans and peas
No MSG added
FILL UP RIGHT Each bowl is an easy and delicious way to satisfy your hunger after the big game or after a workout
Ready in just minutes"
B00IYRDTTA,311999,"['311999', '311514', '311320', '311812', '311999', '311330', '311999', '311999']","Judees Whole Milk Powder 11 Oz NonGMO rBST Hormone Free USA Made Pantry Staple  Baking Ready Great for Travel





"
B00HZTR6Q0,315212,"['315212', '315211', '315212', '315212', '315212']","VictoryStore Can and Beverage Coolers  Kappa Sigma Steel Plate Design Set of 12
Show your love for Kappa Sigma with this great can cooler You will be the talk of the party This set holds 12 oz cans or 1216 oz bottles Enjoy our great one of a kind designs that are printed all over the can cooler seam to seam The can coolers are foldable with sewn seams and slotted bottom Order our fun can cooler sets today brbr Our company is located in a school that was shut down not new construction taking more Iowa farm land out of production We have maintained the facility so that it continues to be used by community youth groups for recreational activitiesbrbr And our facility emits no significant levels of pollution in our manufacturing processbrbr Our commitment to customers is simplebrbr  Customer service is paramount we arent happy until our customers are happybrbr  We will always make a real human available to you by calling our office during standard business hoursbrbr  We will strive to provide an affordable fair price for our productsbrbr  Finally we will always work to provide a product that exceeds customer expectations for price and delivery timebrbr VictoryStore was founded by Steve and Kelli Grubbs and is still a family business located in Davenport Iowa We are a source of party supplies campaign team special occasion outdoor yard signs Realtor and other products like custom socks vinyl banners and promotional products
GREEK CAN COOLER  Proudly display your Kappa Sigma can cooler at events and functions or use them as fund raisers Let everyone know what your favorite Greek house is
KAPPA SIGMA  Show your love for Kappa Sigma with this great can cooler You will be the talk of the party This set holds 12 oz cans or 1216 oz bottles and is printed from seam to seam Enjoy our great one of a kind designs that are printed all over the can cooler seam to seam
KEEP YOUR DRINK COLD AND YOUR HAND WARM  The bottom acts as a coaster preventing rings on furniture These fun and useful beverage coolers have full color digital graphics and are made from high quality material for extra durability for reusable and waterproof use They are foldable with sew seams and slotted bottom Works with most 1216 ounce cans bottles longnecks and water bottles
BEAUTIFULLY DESIGNED CAN COOLERS  VictoryStore features hundreds of can coolers and beverage sleeves for all occasions like retirement graduation and weddings Imagine these popular can coolers are perfect for backyard BBQs birthday parties camping bonfires family reunions  picnics bachelor  bachelorette parties bridal showers graduation parties retirement parties novelty gifts Mothers Day Fathers Day housewarming gift hostess gift and family gatherings
FAMILY BUSINESS  Founded in 1999 VictoryStore has been a pioneer in the designyourown space for can coolers Christmas decorations party supplies promotional products big cards apparel gifts as well as yard patio and outdoor lawn decorations Founded by Steve and Kelli Grubbs and is still a family business located in Davenport Iowa"
B001HTOZ9A,311712,"['311712', '311712', '311711', '311711', '311712', '311711']","Henry  Lisas Wilk Alaskan Pink Salmon 6 oz Pack of 12
Product Description Our mission is to be your familys trusted source for the worlds healthiest safest and highest quality seafood naturally We guarantee you have never tasted canned seafood like ours We use only the best part of the fillet it is hand packed and cooked once in its own natural omega3 rich oils Its wildly delicious eat it straight from the can
6 Ounces
Serving Size


"
B002RZ1SRU,311830,"['311822', '311919', '311830', '311823', '311823', '311830']","Tostitos Tortilla Chips Hint Of Lime 13 oz

Perfect for dipping with a tasty TOSTITOS Salsa or Queso dip
Tostitos Hint of Lime Flavored Tortilla Chips
Your taste buds cant help but dance a tangy salsa

"
B004SIAMK8,311320,"['311320', '311223', '311320', '311320', '311512', '311223', '-1', '311320']","Eden Foods Organic Butter Bean 15 Ounce  12 per case

95 Organic
Gluten Free
Kosher

"
B084NB7TF5,311320,"['311320', '311320', '311320', '311119', '311312', '311320', '-1', '311320']","Biochem 100 Plant Protein  Chocolate  273 Oz  20g Vegan Protein  Complete Amino Acid Profile  KETOFriendly  Hemp Seed  Pea Protein  Cranberry  Matcha Tea  Cocoa  Refreshing Taste
100 Vegan Protein Chocolate 26 oz Powder BioChem has been a leader in natural proteins for over 15 years Try the improved 100 Vegan Protein  100 plantderived and 100 certified vegan The supplement fact box says it as simple as it can be  nutrition is derived from BioChems Proprietary blend and nothing else  no additives nothing artificial no added sodium and no animal derived material BioChems 100 Vegan Protein is made from pea hemp seed and cranberry proteins Pea protein is rich in amino acids and branch chain amino acids BCAA The hemp seed protein is a natural source of omega 369 while cranberry protein contains polyphenols and antioxidants 100 PlantDerived 20 g Protein Certified Gluten Freedom Non GMO Soy Free Easily Digestible Delious Taste
PLANTBASED WHOLE FOOD PROTEIN SUPPLEMENT  Derived from clean sourced 100 pure plantbased protein from pea hemp seed  cranberry Low carb supplement rich with healthy MCT fats helps regulate sugar levels and supports fat metabolization
HIGH ENDURANCE PROTEIN SUPPLEMENT  Features 20 grams of naturally occurring plant protein which keeps you going with highly sustainable energy Perfect for active bodies weight lifters athletes and weight watchers
VEGAN MEAL REPLACEMENT SHAKE  Versatile plantbased protein powder which makes nutrient rich easily absorbable shakes and boosts smoothies for a healthy low fat meal substitute that you can enjoy for breakfast lunch or dinner
SUPPORTS METABOLISM  NATURAL WEIGHT LOSS  Fortified with healthy plantbased ingredients that support immune health helps improve fat metabolization and supports lean muscle mass The perfect addition to any weight management plan
PREMIUM INGREDIENTS WITH NO ARTIFICIAL ADDITIVES  Biochems propriety blend of unrefined organic hemp seed cranberry and pea protein extract Other ingredients include sugarfree Matcha tea organic vanilla coco and natural MCT fatty acids from coconut Made in the USA"
B01N1ZYY42,311822,"['311822', '311211', '311822', '311822', '311312']","Martha White Buttermilk SelfRising Enriched White Corn Meal Mix 5 lb

The package length of the product is 92 inches
The package width of the product is 57 inches
The package height of the product is 39 inches
Country of origin is United States
"
B083D5TK84,311340,"['311340', '311320', '311340', '311911', '311340']","PLANTERS Deluxe Lightly Salted Whole Cashews 1825 oz Resealable Canister  Lightly Salted Cashews  Lightly Salted Nuts  Nutrient Dense Snacks for Adults  Kids  Vegan Snacks Kosher

One 1825 oz canister of Planters Deluxe Lightly Salted Whole Cashews
Planters Deluxe Lightly Salted Whole Cashews have 50 less sodium than Planters Deluxe Whole Cashews
Roasted lightly salted nuts have rich buttery flavor and a satisfying crunch
Airtight canister keeps the cashews with salt fresh
Roasted in peanut oil for crispy texture"
B08B8C5CS3,311320,"['311320', '311320', '311320', '311320', '311320']","Taza Chocolate TAZA chocolate Organic Almond Milk Chocolate bar Vegan DairyFree Paleo No Cane Sugar 10 Count Classic 25 Oz

Contains 10  25oz Almond milk chocolate Bars quinoa crunch in resealable pouches
Smooth and creamy like milk chocolate with no dairy and no cane sugar
Certified USDA Organic NonGMO Project Verified Kosher Certified and Direct Trade to ensure quality and transparency for all
Sweetened with PaleoFriendly coconut sugar
All TAZA chocolate is made from bean to bar at our Somerville MA chocolate factory using traditional Mexican stone mills to grind our cacao"
B08GVL2YQX,311991,"['311991', '311911', '311320', '311911', '311991', '311821']","Good Sense  Sunflower Nuts  Honey Roasted Sunflower Seeds Shelled  90 Ounces 90 OZ  12  75 Ounce 75 OZ Bags

Pack of 12 bags 75 oz each bag of deliciously crunchy honey roasted sunflower kernels
No Sodium heart healthy snack
Simple natural ingredients and a healthy everyday snack
Great addition to salads soups granola oatmeal and baked goods
Resealable bags for ultimate freshness"
B07WWYG9F9,311823,"['311911', '311823', '0', '311823']","HIPPEAS Organic Chickpea Puffs  Variety Pack  4 ounce 6 count  Vegan GlutenFree Crunchy Protein Snacks

4oz Variety Pack 6ct A variety pack for the true HIPPEAS fan Stock up with a case of our best sellers 2 bags of Vegan White Cheddar 2 bags of Bohemian Barbecue and 2 bags of Sriracha Sunshine
WHAT ARE HIPPEAS Organic Chickpea Puffs are made from the humble but mighty legume baked into a light and crunchy puff
GOODNESS FOR MIND BODY  SOIL  HIPPEAS are USDA Organic Certified GlutenFree Vegan Kosher NonGMO with No Peanuts Tree Nuts or Soy With 130 calories 4g of Protein and 3g of Fiber per 1 ounce serving HIPPEAS are the new goto snack for those who demand great taste and highquality ingredients for themselves and their families Better snacking for all
GOOD FOR THE EARTH  Did you know Chickpea plants naturally release nitrogen back into the earth as they grow Theyre good for the planet simply by being themselves
PEAS LOVE  GIVING BACK  HIPPEAS believes that tastes good and do good should go hand in hand Thats why they give back to local charities"
B01F2EOUWC,311340,"['311340', '311340', '0', '0', '311821']","Bachelorette Party Favors  Pecker Patch Sours Gummy Candy 2 Pack
Pecker Sour Gummies are perfect to add a little spice to your party Whether its a cocktail party bachelorette party or girls night out These candies are great to add some fun
4 Ounce Bags of Pecker Patch Sours Penis Shaped Gummy Candy
Sweet n Sour Chewy Pecker Soft Candy
Taste The Power Of The Pecker Sour

"
B074MHFNK6,311823,"['311823', '311823', '311823', '311612', '-1']","365 Everyday Value Artichoke Hearts Quartered 141 oz

Brought to you by Whole Foods Market  The packaging for this product has a fresh new look During this transition you may get the original packaging or the new packaging in your order but the product and quality is staying exactly the same Enjoy
Our Artichoke Hearts are tender and delicious Cut from the center of the artichoke these hearts possess a delicate flavor unlike any other vegetable Theyre a great addition to salads and pasta dishes
NonBPA lining
Fat Free No Sugar Added
Certified NonGMO Certified Kosher Certified Vegan"
B074J76XG2,311340,"['311340', '311330', '311340', '311999', '311340']","365 by Whole Foods Market Almond Butter Crunchy 16 Ounce

Brought to you by Whole Foods Market  The packaging for this product has a fresh new look During this transition you may get the original packaging or the new packaging in your order but the product and quality is staying exactly the same Enjoy
Made with 100 almonds
No sugar added
Sodium free
Certified Kosher Vegan"
B07SBK8KV7,311340,"['311340', '311340', '332211', '315212']","NNBH Engineering car cake decoration set for birthday cake decoration

Includes 3 space theme happy birthday cake toppers
Tip The product requires simple assembly and the required items are included in the package without the need for any other tools
Celebrate anniversary or birthday beautiful cakes make your party perfect
Celebrate anniversary or birthday beautiful cakes make your party perfect
"
B00LNCEIVQ,339114,"['339114', '339114', '339114', '325520', '0', '339114', '339116']","Dentemp Repair Lost Fillings  Loose Caps Max Strength 6 Pack
pack of 6 280388
Multiple applications
Ready to use
Eat on it in 60 minutes

"
B07YBX6NHY,325411,"['311942', '325411', '325412', '325411', '325412', '325411', '316110']","Swad Indian Spice Turmeric Haldi Powder 14 Ounce

14 ounce pack of turmeric from swad



"
B016WK6XMA,311340,"['311821', '311340', '311822', '-1', '0', '311340']","Combos Variety Pack Fun Size Baked Snacks 093ounce Bag 12Count Box

Contains 1 12count box of 93ounce fun sized bags of Combos Variety Pack Fun Size Baked Snacks
Features a variety of Combos Snacks flavors to satisfy any mood
Each singlessize pouch is a delicious snack to take on the road
Pack a individually wrapped bag of Combos Baked Snacks in your lunch
Keep this combination of Combos Snack flavors on hand to share with impromptu guests"
B07NQV1PGM,311930,"['311930', '311930', '312111', '312111', '311930']","ProtiDiet High Protein Fruit Drink Concentrate Wildberry
Our ProtiDiet concentrated drinks come in a variety of flavors all low calorie zero fat and 15 grams of protein These delicious fruit flavored protein drinks come in easytoopen liquid packets that you simply pour into a glass or bottle of cold water give it a shake and enjoy Great for on the go Available in Tropical Fruit Grape Wildberry  Peach Mango
High Protein Drink



"
B003N19SW4,311930,"['311930', '311340', '311340', '311911', '0', '311930', '311911']","Trident Splash Gum Strawberry Lime 9Piece Packs Pack of 20

Pack of twenty 9piece packages of Trident Strawberry Lime flavored Splash chewing Gum
Sugar free gum features the delicious flavor of strawberry with a great lime filling freshens breath and cleans teeth


"
B010M1AGC8,311111,"['-1', '311111', '311111', '311111', '311119', '325411', '325311']","Navitas Naturals Organic Superfood Turmeric Tamari Almonds 4 Ounces

Navitas Organics Superfood  Almonds  Turmeric Tamari 4 oz 113 grams Pkg
Superfoods are a diverse wholefood source of antioxidants protein essential fats minerals vitamins and other key nutrients
95 Organic Gluten Free Dairy Free Yeast Free Wheat Free Vegan GMO Free
Bursting with the classic taste of peanuts our Hemp Peanut Superfood Bars are a great choice for kids and adults alike
Made from five of the most nutrientdense superfoods including cashews almonds sunflower seeds quinoa and hemp seeds"
B0088OQZ4K,311320,"['311821', '311320', '311320', '311330', '311320', '311330']","Taza Chocolate Organic Chocolate Covered Hazelnuts 55 Dark Chocolate 8 Ounce Pack of 1 Vegan

Contains 1  8oz Can of Chocolate Covered Hazelnuts
Fresh roasted organic hazelnuts covered in 55 dark stone ground chocolate Perfect for snacking sharing or as a gift
Certified USDA Organic NonGMO Project Verified Kosher Certified and Direct Trade to ensure quality and transparency for all
AllNatural GlutenFree DairyFree SoyFree and Vegan
We make our perfectly unrefined stone ground chocolate from bean to bar at our Somerville MA chocolate factory using traditional Mexican stone mills to grind our cacao"
B00NUTET3C,339999,"['339999', '339999', '339999', '311340', '327215']","Jelly Belly Juicy Pear Jelly Beans 35oz 12 Pack

Made from real pear juice concentrate
The jelly beans that unique pear like texture
Great for sharing or enjoying all to yourself
Contains 4 calories per jelly bean
Vegetarian and free of gluten peanuts dairy and fat"
B082ZRBD77,311999,"['311813', '311999', '311999', '311813', '311999']","Saf Instant Yeast 1 Pound Pouch

Safe Instant Yeast is one of the top selling yeasts in the world
Comes in a large 16ounce 1 Pound vacuumpacked bag
Store in an airtight container for 6 months at room temperature or in the fridge or for a year or longer in your freezer
Fast acting and long lasting
Saf Instant Yeast is one of the top selling yeasts in the world"
B005SFIFD6,311942,"['311942', '333993', '311942', '333993', '311942', '339992']","Ziyad Premium Ground Black Pepper 5 Ounce

Net weight 5oz



"
B07GJ43YW3,325998,"['339911', '325998', '325998', '325998', '325998']","Hem Precious Lavender Pack of 3 Incense Cones Boxes 10 Cones Each Traditionally Handrolled in India Best Natural Fragrance Perfect for Meditation Yoga Relaxation Peace Positivity Healing Prayers





"
B0070O1BL6,311312,"['311312', '311313', '311312', '311320', '-1']","Nestea Original Canadian Lemon Iced Tea Mix Jumbo Can 22 Kilogram 122 Servings Imported from Canada





"
B003SW2O10,311919,"['311999', '311919', '311999', '311919', '311919']","Thatchers Gourmet Specialties Popcorn TiramisuCappuccino 8Ounce Bags Pack of 12

If youre looking for a beautifully wrapped bag as a gift buy this one
How many of you have tried this mouth watering Italian sweet
A perfect anytime snack We mix it with air popped popcorn and what an invention we came up with
Eat while watching your favorite TV show or movie
"
B07CQ17B4Q,311812,"['311812', '311812', '311813', '-1', '311812', '311813']","BAKED Double Lemon Buttermilk Loaf Mix with Natural Lemon Flavor Spelt Flour Real Vanilla Flax Seed  Buttermilk Makes 1 Loaf Pack of 1

CLASSIC LEMON LOAF WITH A TWIST  A double dose of lemon cake topped off with a rich lemon glaze Definitely lemony
THE ART OF BAKING  Express yourself with treats that are playful delicious nottoosweet exciting amazing and wonderful Its time to whisk mix fold pour bake and cool Have fun
EVERY BITE IS HEAVENLY  Baked has done all the hard work by creating insanely good mixes All you do is add ingredients and follow the recipe And theres a video to show you how
BETTER INGREDIENTS  Better tasting and no weird unpronounceable stuff Add eggs and buttermilk Makes 1 loaf Includes lemon glaze mix  yum
FROM THE HEART OF BROOKLYN  Baked brings you delicious mixes adapted from their muchloved bakery started in 2005 by selfprofessed Dessert Archeologists"
B07CZNSM42,325412,"['311340', '325412', '0', '325412', '325412']","Bayer Low Dose Safety Coated Aspirin 81 mg  400 Count IIIiii
Bayer Low Dose Aspirin Regimen 400 ct is a small single dose easytoswallow tablet that is safety coatedBayer Low Dose tablets can be used for the temporary relief of minor aches and pains as recommended by your doctor They can also help to reduce your risk of having another heart attack by up to 31
Bayer Low Dose Aspirin Regimen 400 ct is a temporary pain reliever
Safety coated
Small easy to swallow tablets
400 entericcoated tablets
Recommended by doctors for aspirin regimen use"
B005HTIZ24,311213,"['311213', '311119', '311213', '311213', '311213']","Eden Foods Barley Malt Og 20Ounce Pack of 4





"
B01IEG5BBY,311711,"['311711', '311911', '311711', '114119', '311712', '311712']","Black Label Gourmet Organic Roasted Seaweed Snack 015 Ounce Pack of 16
Black Label Gourmet Organic Roasted Seaweed Snack 015 Ounce Pack of 16




"
B0049TA4DQ,311612,"['311612', '311612', '311712', '311612', '311612']","Oberto Original Thin Style Beef Jerky 12Ounce Pack of 8

Item Package Length 60
Item Package Width 50
Item Package Height 40
Item Package Weight 10 lb
"
B01CIXX9PY,339932,"['339932', '339931', '339932', '311340', '315233', '0']","Prextex Easter Eggs Basket Great for Easter Egg Hunts and Easter Eggs Festival Easter Baskets Pack of 12
Prextex Easter Baskets are perfect for Easter Egg Hunts and Easter Favors The bright n cheery colors make these look just right to really show off the Easter season You get twelve 12 Easter baskets in assorted cheery colors The baskets have a wide opening which gives you more than enough room for your Easter Goodies Kids and adults alike will delight in receiving Easter favors in each of these Easter baskets
This Set Includes 12 Easter Eggs Baskets in Assorted Cheery Colors As Shown in Picture
Easter Eggs Baskets Size 65 x 5 Inches
Made of High Quailty Plastic great for Easter eggs hunt
Wide opening for More room for Easter Eggs
Prextex Easter Baskets are perfect for Easter Egg Hunts and Easter Favors"
B07ZPMZG9T,311823,"['311942', '311942', '311942', '311941', '311823', '311999', '311999', '311712', '311999', '311823', '311712', '311999', '311823', '311991', '311823', '311991', '311991', '311821']","Maruchan Wonton Soup Chicken Flavor 16 Pound Pack of 12

Serve as a hot snack or delicious meal
Satisfying wonton noodles
Ready in 3 minutes
GREAT COLLEGE GIFT Ramen is a staple snack for college kids so help feed their latenight study cravings with Maruchan ramen Send a snack care package to your college student
SIZE 12 packcount of 225 oz units"
B07QDRHZ2C,311211,"['311212', '311211', '311211', '311211', '325199', '325199']","Hodgson Mill Flour Rye 5 lb

All natural
100 whole grain whole grain flour contains no BHA or BHT
No preservatives artificial coloring flavoring or artificial enrichment
100 stoneground
"
